stem	output	model_rating	rule_idx	wordform1	wordform2
⋊ h w ɛ l ⋉	⋊ h w ɛ l t ⋉	0.3301168446951798	2766.0	h w ɛ l	h w ɛ l t
⋊ ɪ n d ⋉	⋊ ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	ɪ n d	ɪ n d ɪ d
⋊ ɪ n d ⋉	⋊ ɪ n t ⋉	0.0827779404061009	17624.0	ɪ n d	ɪ n t
⋊ k ɛ n d ⋉	⋊ k ɛ n d ɪ d ⋉	0.9367630806834164	3989.0	k ɛ n d	k ɛ n d ɪ d
⋊ k ɛ n d ⋉	⋊ k ɛ n t ⋉	0.0827779404061009	17624.0	k ɛ n d	k ɛ n t
⋊ k ɹ ɪ ŋ k ⋉	⋊ k ɹ ɪ ŋ k t ⋉	0.9336846932135104	2785.0	k r ɪ ŋ k	k r ɪ ŋ k t
⋊ k ɹ ɪ ŋ k ⋉	⋊ k ɹ ʌ ŋ k ⋉	0.3113055458939011	17682.0	k r ɪ ŋ k	k r ʌ ŋ k
⋊ l a ɪ d ⋉	⋊ l a ɪ d ɪ d ⋉	0.9367630806834164	3989.0	l aɪ d	l aɪ d ɪ d
⋊ l a ɪ d ⋉	⋊ l ɪ d ⋉	0.2571449104525855	17749.0	l aɪ d	l ɪ d
⋊ l a ɪ n d ⋉	⋊ l a ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	l aɪ n d	l aɪ n d ɪ d
⋊ l a ɪ n d ⋉	⋊ l ɪ n t ⋉			l aɪ n d	l ɪ n t
⋊ l ɪ n d ⋉	⋊ l ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	l ɪ n d	l ɪ n d ɪ d
⋊ l ɪ n d ⋉	⋊ l ɪ n t ⋉	0.0827779404061009	17624.0	l ɪ n d	l ɪ n t
⋊ m i v ⋉	⋊ m i v d ⋉	0.97762032899508	17101.0	m iː v	m iː v d
⋊ m i v ⋉	⋊ m ɛ f t ⋉			m iː v	m ɛ f t
⋊ n ɛ n d ⋉	⋊ n ɛ n d ɪ d ⋉	0.9367630806834164	3989.0	n ɛ n d	n ɛ n d ɪ d
⋊ n ɛ n d ⋉	⋊ n ɛ n t ⋉	0.0827779404061009	17624.0	n ɛ n d	n ɛ n t
⋊ p ɪ n d ⋉	⋊ p ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	p ɪ n d	p ɪ n d ɪ d
⋊ p ɪ n d ⋉	⋊ p ɪ n t ⋉	0.0827779404061009	17624.0	p ɪ n d	p ɪ n t
⋊ p l ɛ t ⋉	⋊ p l ɛ t ɪ d ⋉	0.9799562304693278	4886.0	p l ɛ t	p l ɛ t ɪ d
⋊ p l ɛ t ⋉	⋊ p l ɛ t ⋉	0.7915953685536075	17396.0	p l ɛ t	p l ɛ t
⋊ p l ɪ d ⋉	⋊ p l ɪ d ɪ d ⋉	0.9367630806834164	3989.0	p l ɪ d	p l ɪ d ɪ d
⋊ p l ɪ d ⋉	⋊ p l ɪ d ⋉	0.1259461866848131	17399.0	p l ɪ d	p l ɪ d
⋊ p l ɪ n d ⋉	⋊ p l ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	p l ɪ n d	p l ɪ n d ɪ d
⋊ p l ɪ n d ⋉	⋊ p l ɪ n t ⋉	0.0827779404061009	17624.0	p l ɪ n d	p l ɪ n t
⋊ p ɹ e k ⋉	⋊ p ɹ e k t ⋉	0.9336846932135104	2785.0	p r eɪ k	p r eɪ k t
⋊ p ɹ e k ⋉	⋊ p ɹ e k ⋉			p r eɪ k	p r eɪ k
⋊ p ɹ o ⋉	⋊ p ɹ o d ⋉	0.9743860002435922	10855.0	p r əʊ	p r əʊ d
⋊ p ɹ o ⋉	⋊ p ɹ u ⋉	0.4129233150408021	12.0	p r əʊ	p r uː
⋊ p ɹ ɛ d ⋉	⋊ p ɹ ɛ d ɪ d ⋉	0.9367630806834164	3989.0	p r ɛ d	p r ɛ d ɪ d
⋊ p ɹ ɛ d ⋉	⋊ p ɹ ɛ d ⋉	0.3312873839226512	17454.0	p r ɛ d	p r ɛ d
⋊ p ɹ ɛ n d ⋉	⋊ p ɹ ɛ n d ɪ d ⋉	0.9367630806834164	3989.0	p r ɛ n d	p r ɛ n d ɪ d
⋊ p ɹ ɛ n d ⋉	⋊ p ɹ ɛ n t ⋉	0.0827779404061009	17624.0	p r ɛ n d	p r ɛ n t
⋊ ɹ ɛ d ⋉	⋊ ɹ ɛ d ɪ d ⋉	0.9367630806834164	3989.0	r ɛ d	r ɛ d ɪ d
⋊ ɹ ɛ d ⋉	⋊ ɹ ɛ d ⋉	0.3312873839226512	17454.0	r ɛ d	r ɛ d
⋊ s a ɪ n d ⋉	⋊ s a ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	s aɪ n d	s aɪ n d ɪ d
⋊ s a ɪ n d ⋉	⋊ s a ʊ n d ⋉	0.8795102700976709	7923.0	s aɪ n d	s aʊ n d
⋊ s ɪ d ⋉	⋊ s ɪ d ɪ d ⋉	0.9367630806834164	3989.0	s ɪ d	s ɪ d ɪ d
⋊ s ɪ d ⋉	⋊ s ɪ d ⋉	0.1259461866848131	17399.0	s ɪ d	s ɪ d
⋊ s k ɑ s t ⋉	⋊ s k ɑ s t ɪ d ⋉	0.9796374015911664	5860.0	s k ɑː s t	s k ɑː s t ɪ d
⋊ s k ɑ s t ⋉	⋊ s k ɑ s t ⋉	0.1539037118070056	17436.0	s k ɑː s t	s k ɑː s t
⋊ s k ɪ k ⋉	⋊ s k ɪ k t ⋉	0.9460667795235314	2672.0	s k ɪ k	s k ɪ k t
⋊ s k ɪ k ⋉	⋊ s k ʌ k ⋉	0.0827629932266995	17658.0	s k ɪ k	s k ʌ k
⋊ s k ɹ a ɪ v ⋉	⋊ s k ɹ a ɪ v d ⋉	0.97762032899508	17101.0	s k r aɪ v	s k r aɪ v d
⋊ s k ɹ a ɪ v ⋉	⋊ s k ɹ o v ⋉	0.4730198553349573	17525.0	s k r aɪ v	s k r əʊ v
⋊ s p ɑ s t ⋉	⋊ s p ɑ s t ɪ d ⋉	0.9796374015911664	5860.0	s p ɑː s t	s p ɑː s t ɪ d
⋊ s p ɑ s t ⋉	⋊ s p ɑ s t ⋉	0.1539037118070056	17436.0	s p ɑː s t	s p ɑː s t
⋊ s p o l d ⋉	⋊ s p o l d ɪ d ⋉	0.9367630806834164	3989.0	s p əʊ l d	s p əʊ l d ɪ d
⋊ s p o l d ⋉	⋊ s p o l t ⋉	0.0827779404061009	17624.0	s p əʊ l d	s p əʊ l t
⋊ s p ɪ n d ⋉	⋊ s p ɪ n d ɪ d ⋉	0.9367630806834164	3989.0	s p ɪ n d	s p ɪ n d ɪ d
⋊ s p ɪ n d ⋉	⋊ s p ɪ n t ⋉	0.0827779404061009	17624.0	s p ɪ n d	s p ɪ n t
⋊ s t a ɪ d ⋉	⋊ s t a ɪ d ɪ d ⋉	0.9367630806834164	3989.0	s t aɪ d	s t aɪ d ɪ d
⋊ s t a ɪ d ⋉	⋊ s t ʊ d ⋉			s t aɪ d	s t ʊ d
⋊ s t ɹ a ɪ t ⋉	⋊ s t ɹ a ɪ t ɪ d ⋉	0.9560231034651436	6500.0	s t r aɪ t	s t r aɪ t ɪ d
⋊ s t ɹ a ɪ t ⋉	⋊ s t ɹ o t ⋉	0.4129233150408021	17546.0	s t r aɪ t	s t r əʊ t
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n d ɪ d ⋉	0.9367630806834164	3989.0	s t r ɛ n d	s t r ɛ n d ɪ d
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n t ⋉	0.0827779404061009	17624.0	s t r ɛ n d	s t r ɛ n t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ɪ ŋ k t ⋉	0.9336846932135104	2785.0	s t r ɪ ŋ k	s t r ɪ ŋ k t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ʌ ŋ k ⋉	0.3113055458939011	17682.0	s t r ɪ ŋ k	s t r ʌ ŋ k
⋊ s w i d ⋉	⋊ s w i d ɪ d ⋉	0.9367630806834164	3989.0	s w iː d	s w iː d ɪ d
⋊ s w i d ⋉	⋊ s w ɛ d ⋉			s w iː d	s w ɛ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ɪ d ⋉	0.9367630806834164	3989.0	ʃ ɪ d	ʃ ɪ d ɪ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ⋉	0.1259461866848131	17399.0	ʃ ɪ d	ʃ ɪ d
⋊ t ɪ ŋ k ⋉	⋊ t ɪ ŋ k t ⋉	0.9336846932135104	2785.0	t ɪ ŋ k	t ɪ ŋ k t
⋊ t ɪ ŋ k ⋉	⋊ t ʌ ŋ k ⋉	0.3871598442295055	17701.0	t ɪ ŋ k	t ʌ ŋ k
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ a ɪ v d ⋉	0.97762032899508	17101.0	t r aɪ v	t r aɪ v d
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ o v ⋉	0.6687014205844588	17532.0	t r aɪ v	t r əʊ v
⋊ t ɹ i m ⋉	⋊ t ɹ i m d ⋉	0.979974588802609	12749.0	t r iː m	t r iː m d
⋊ t ɹ i m ⋉	⋊ t ɹ ɛ m p t ⋉			t r iː m	t r ɛ m p t
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ɪ ŋ d ⋉	0.9689094030502484	9111.0	t r ɪ ŋ	t r ɪ ŋ d
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ʌ ŋ ⋉	0.629377858159187	17699.0	t r ɪ ŋ	t r ʌ ŋ
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ɪ ŋ k t ⋉	0.9336846932135104	2785.0	t r ɪ ŋ k	t r ɪ ŋ k t
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ʌ ŋ k ⋉	0.3113055458939011	17682.0	t r ɪ ŋ k	t r ʌ ŋ k
⋊ w ʌ m ⋉	⋊ w ʌ m d ⋉	0.979974588802609	12749.0	w ʌ m	w ʌ m d
⋊ w ʌ m ⋉	⋊ w e m ⋉			w ʌ m	w eɪ m
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ a ɪ d ⋉	0.9904903572092018	13453.0	θ r aɪ	θ r aɪ d
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ u ⋉			θ r aɪ	θ r uː
⋊ θ ɹ i m ⋉	⋊ θ ɹ i m d ⋉	0.979974588802609	12749.0	θ r iː m	θ r iː m d
⋊ θ ɹ i m ⋉	⋊ θ ɹ ɛ m p t ⋉			θ r iː m	θ r ɛ m p t
⋊ θ ɹ i v ⋉	⋊ θ ɹ i v d ⋉	0.97762032899508	17101.0	θ r iː v	θ r iː v d
⋊ θ ɹ i v ⋉	⋊ θ ɹ ɛ f t ⋉			θ r iː v	θ r ɛ f t
