stem	output	model_rating	rule_idx	wordform1	wordform2
⋊ f ɪ ŋ ⋉	⋊ f ɪ ŋ d ⋉	0.9579917848538718	19244.0	f ɪ ŋ	f ɪ ŋ d
⋊ f ɪ ŋ ⋉	⋊ f ʌ ŋ ⋉			f ɪ ŋ	f ʌ ŋ
⋊ f l ɪ ŋ k ⋉	⋊ f l ɪ ŋ k t ⋉	0.9177916196343302	3015.0	f l ɪ ŋ k	f l ɪ ŋ k t
⋊ f l ɪ ŋ k ⋉	⋊ f l ʌ ŋ k ⋉	0.8478608772434439	21291.0	f l ɪ ŋ k	f l ʌ ŋ k
⋊ f ɹ a ɪ v ⋉	⋊ f ɹ a ɪ v d ⋉	0.9759831801000188	14509.0	f r aɪ v	f r aɪ v d
⋊ f ɹ a ɪ v ⋉	⋊ f ɹ o v ⋉	0.4129233150408021	21063.0	f r aɪ v	f r əʊ v
⋊ f ɹ i m ⋉	⋊ f ɹ i m d ⋉	0.9716456237515544	17762.0	f r iː m	f r iː m d
⋊ f ɹ i m ⋉	⋊ f ɹ ɛ m p t ⋉			f r iː m	f r ɛ m p t
⋊ f ɹ ɪ ŋ k ⋉	⋊ f ɹ ɪ ŋ k t ⋉	0.9177916196343302	3015.0	f r ɪ ŋ k	f r ɪ ŋ k t
⋊ f ɹ ɪ ŋ k ⋉	⋊ f ɹ a ŋ k ⋉			f r ɪ ŋ k	f r a ŋ k
⋊ g ɑ s t ⋉	⋊ g ɑ s t ɪ d ⋉	0.9811922824107504	6343.0	ɡ ɑː s t	ɡ ɑː s t ɪ d
⋊ g ɑ s t ⋉	⋊ g ɑ s t ⋉	0.1424337694689724	20879.0	ɡ ɑː s t	ɡ ɑː s t
⋊ g e k ⋉	⋊ g e k t ⋉	0.9177916196343302	3015.0	ɡ eɪ k	ɡ eɪ k t
⋊ g e k ⋉	⋊ g ʊ k ⋉			ɡ eɪ k	ɡ ʊ k
⋊ g l ɪ t ⋉	⋊ g l ɪ t ɪ d ⋉	0.9541309342730364	6090.0	ɡ l ɪ t	ɡ l ɪ t ɪ d
⋊ g l ɪ t ⋉	⋊ g l ɪ t ⋉	0.5538265108961722	20810.0	ɡ l ɪ t	ɡ l ɪ t
⋊ g ɹ a ɪ ⋉	⋊ g ɹ a ɪ d ⋉	0.9913304298189468	12263.0	ɡ r aɪ	ɡ r aɪ d
⋊ g ɹ a ɪ ⋉	⋊ g ɹ o d ⋉			ɡ r aɪ	ɡ r əʊ d
⋊ g ɹ a ɪ b ⋉	⋊ g ɹ a ɪ b d ⋉	0.985953201381148	15292.0	ɡ r aɪ b	ɡ r aɪ b d
⋊ g ɹ a ɪ b ⋉	⋊ g ɹ o b ⋉	0.199209944460607	21103.0	ɡ r aɪ b	ɡ r əʊ b
⋊ g ɹ a ɪ v ⋉	⋊ g ɹ a ɪ v d ⋉	0.9759831801000188	14509.0	ɡ r aɪ v	ɡ r aɪ v d
⋊ g ɹ a ɪ v ⋉	⋊ g ɹ o v ⋉	0.4129233150408021	21063.0	ɡ r aɪ v	ɡ r əʊ v
⋊ g ɹ e k ⋉	⋊ g ɹ e k t ⋉	0.9177916196343302	3015.0	ɡ r eɪ k	ɡ r eɪ k t
⋊ g ɹ e k ⋉	⋊ g ɹ e k ⋉			ɡ r eɪ k	ɡ r eɪ k
⋊ g ɹ ɛ d ⋉	⋊ g ɹ ɛ d ɪ d ⋉	0.9434629980085664	5489.0	ɡ r ɛ d	ɡ r ɛ d ɪ d
⋊ g ɹ ɛ d ⋉	⋊ g ɹ ɛ d ⋉	0.3312873839226512	20907.0	ɡ r ɛ d	ɡ r ɛ d
⋊ g ɹ i m ⋉	⋊ g ɹ i m d ⋉	0.9716456237515544	17762.0	ɡ r iː m	ɡ r iː m d
⋊ g ɹ i m ⋉	⋊ g ɹ ɛ m p t ⋉			ɡ r iː m	ɡ r ɛ m p t
⋊ g ɹ i p ⋉	⋊ g ɹ i p t ⋉	0.9626706765891784	2082.0	ɡ r iː p	ɡ r iː p t
⋊ g ɹ i p ⋉	⋊ g ɹ ɛ p t ⋉	0.793163167681256	21002.0	ɡ r iː p	ɡ r ɛ p t
⋊ g ɹ ɪ ŋ ⋉	⋊ g ɹ ɪ ŋ d ⋉	0.9579917848538718	19244.0	ɡ r ɪ ŋ	ɡ r ɪ ŋ d
⋊ g ɹ ɪ ŋ ⋉	⋊ g ɹ ɔ t ⋉			ɡ r ɪ ŋ	ɡ r ɔː t
⋊ h a ɪ n d ⋉	⋊ h a ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	h aɪ n d	h aɪ n d ɪ d
⋊ h a ɪ n d ⋉	⋊ h a ʊ n d ⋉			h aɪ n d	h aʊ n d
⋊ h ɛ t ⋉	⋊ h ɛ t ɪ d ⋉	0.9677353475855744	9006.0	h ɛ t	h ɛ t ɪ d
⋊ h ɛ t ⋉	⋊ h ɛ t ⋉	0.2956715741411534	20909.0	h ɛ t	h ɛ t
⋊ h w ɛ l ⋉	⋊ h w ɛ l d ⋉	0.9763667248746783	11866.0	h w ɛ l	h w ɛ l d
⋊ h w ɛ l ⋉	⋊ h w ɛ l t ⋉	0.329881854998392	1918.0	h w ɛ l	h w ɛ l t
⋊ ɪ n d ⋉	⋊ ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	ɪ n d	ɪ n d ɪ d
⋊ ɪ n d ⋉	⋊ ɪ n t ⋉	0.0657393224265217	21202.0	ɪ n d	ɪ n t
⋊ k ɛ n d ⋉	⋊ k ɛ n d ɪ d ⋉	0.9274172433631276	4976.0	k ɛ n d	k ɛ n d ɪ d
⋊ k ɛ n d ⋉	⋊ k ɛ n t ⋉	0.0657393224265217	21202.0	k ɛ n d	k ɛ n t
⋊ k ɹ ɪ ŋ k ⋉	⋊ k ɹ ɪ ŋ k t ⋉	0.9177916196343302	3015.0	k r ɪ ŋ k	k r ɪ ŋ k t
⋊ k ɹ ɪ ŋ k ⋉	⋊ k ɹ ʌ ŋ k ⋉	0.3996915891235582	21280.0	k r ɪ ŋ k	k r ʌ ŋ k
⋊ l a ɪ d ⋉	⋊ l a ɪ d ɪ d ⋉	0.9274172433631276	4976.0	l aɪ d	l aɪ d ɪ d
⋊ l a ɪ d ⋉	⋊ l ɪ d ⋉	0.2188486446734528	21352.0	l aɪ d	l ɪ d
⋊ l a ɪ n d ⋉	⋊ l a ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	l aɪ n d	l aɪ n d ɪ d
⋊ l a ɪ n d ⋉	⋊ l ɪ n t ⋉			l aɪ n d	l ɪ n t
⋊ l ɪ n d ⋉	⋊ l ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	l ɪ n d	l ɪ n d ɪ d
⋊ l ɪ n d ⋉	⋊ l ɪ n t ⋉	0.0657393224265217	21202.0	l ɪ n d	l ɪ n t
⋊ m i v ⋉	⋊ m i v d ⋉	0.9759831801000188	14509.0	m iː v	m iː v d
⋊ m i v ⋉	⋊ m ɛ f t ⋉			m iː v	m ɛ f t
⋊ n ɛ n d ⋉	⋊ n ɛ n d ɪ d ⋉	0.9274172433631276	4976.0	n ɛ n d	n ɛ n d ɪ d
⋊ n ɛ n d ⋉	⋊ n ɛ n t ⋉	0.0657393224265217	21202.0	n ɛ n d	n ɛ n t
⋊ p ɪ n d ⋉	⋊ p ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	p ɪ n d	p ɪ n d ɪ d
⋊ p ɪ n d ⋉	⋊ p ɪ n t ⋉	0.0657393224265217	21202.0	p ɪ n d	p ɪ n t
⋊ p l ɛ t ⋉	⋊ p l ɛ t ɪ d ⋉	0.9677353475855744	9006.0	p l ɛ t	p l ɛ t ɪ d
⋊ p l ɛ t ⋉	⋊ p l ɛ t ⋉	0.9255078056777428	20910.0	p l ɛ t	p l ɛ t
⋊ p l ɪ d ⋉	⋊ p l ɪ d ɪ d ⋉	0.9274172433631276	4976.0	p l ɪ d	p l ɪ d ɪ d
⋊ p l ɪ d ⋉	⋊ p l ɪ d ⋉	0.0760603872418966	20904.0	p l ɪ d	p l ɪ d
⋊ p l ɪ n d ⋉	⋊ p l ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	p l ɪ n d	p l ɪ n d ɪ d
⋊ p l ɪ n d ⋉	⋊ p l ɪ n t ⋉	0.0657393224265217	21202.0	p l ɪ n d	p l ɪ n t
⋊ p ɹ e k ⋉	⋊ p ɹ e k t ⋉	0.9177916196343302	3015.0	p r eɪ k	p r eɪ k t
⋊ p ɹ e k ⋉	⋊ p ɹ e k ⋉			p r eɪ k	p r eɪ k
⋊ p ɹ o ⋉	⋊ p ɹ o d ⋉	0.9641988434288936	11305.0	p r əʊ	p r əʊ d
⋊ p ɹ o ⋉	⋊ p ɹ u ⋉	0.308581742773266	37.0	p r əʊ	p r uː
⋊ p ɹ ɛ d ⋉	⋊ p ɹ ɛ d ɪ d ⋉	0.9434629980085664	5489.0	p r ɛ d	p r ɛ d ɪ d
⋊ p ɹ ɛ d ⋉	⋊ p ɹ ɛ d ⋉	0.3312873839226512	20907.0	p r ɛ d	p r ɛ d
⋊ p ɹ ɛ n d ⋉	⋊ p ɹ ɛ n d ɪ d ⋉	0.9274172433631276	4976.0	p r ɛ n d	p r ɛ n d ɪ d
⋊ p ɹ ɛ n d ⋉	⋊ p ɹ ɛ n t ⋉	0.5852723921831766	21196.0	p r ɛ n d	p r ɛ n t
⋊ ɹ ɛ d ⋉	⋊ ɹ ɛ d ɪ d ⋉	0.9434629980085664	5489.0	r ɛ d	r ɛ d ɪ d
⋊ ɹ ɛ d ⋉	⋊ ɹ ɛ d ⋉	0.3312873839226512	20907.0	r ɛ d	r ɛ d
⋊ s a ɪ n d ⋉	⋊ s a ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	s aɪ n d	s aɪ n d ɪ d
⋊ s a ɪ n d ⋉	⋊ s a ʊ n d ⋉	0.9146745292843932	9647.0	s aɪ n d	s aʊ n d
⋊ s ɪ d ⋉	⋊ s ɪ d ɪ d ⋉	0.9274172433631276	4976.0	s ɪ d	s ɪ d ɪ d
⋊ s ɪ d ⋉	⋊ s ɪ d ⋉	0.0760603872418966	20904.0	s ɪ d	s ɪ d
⋊ s k ɑ s t ⋉	⋊ s k ɑ s t ɪ d ⋉	0.9811922824107504	6343.0	s k ɑː s t	s k ɑː s t ɪ d
⋊ s k ɑ s t ⋉	⋊ s k ɑ s t ⋉	0.4658504501627847	20881.0	s k ɑː s t	s k ɑː s t
⋊ s k ɪ k ⋉	⋊ s k ɪ k t ⋉	0.9518413624869512	1547.0	s k ɪ k	s k ɪ k t
⋊ s k ɪ k ⋉	⋊ s k ʌ k ⋉	0.0811559268906104	21272.0	s k ɪ k	s k ʌ k
⋊ s k ɹ a ɪ v ⋉	⋊ s k ɹ a ɪ v d ⋉	0.9759831801000188	14509.0	s k r aɪ v	s k r aɪ v d
⋊ s k ɹ a ɪ v ⋉	⋊ s k ɹ o v ⋉	0.4129233150408021	21063.0	s k r aɪ v	s k r əʊ v
⋊ s p ɑ s t ⋉	⋊ s p ɑ s t ɪ d ⋉	0.9811922824107504	6343.0	s p ɑː s t	s p ɑː s t ɪ d
⋊ s p ɑ s t ⋉	⋊ s p ɑ s t ⋉	0.1424337694689724	20879.0	s p ɑː s t	s p ɑː s t
⋊ s p o l d ⋉	⋊ s p o l d ɪ d ⋉	0.9274172433631276	4976.0	s p əʊ l d	s p əʊ l d ɪ d
⋊ s p o l d ⋉	⋊ s p o l t ⋉	0.0657393224265217	21202.0	s p əʊ l d	s p əʊ l t
⋊ s p ɪ n d ⋉	⋊ s p ɪ n d ɪ d ⋉	0.9274172433631276	4976.0	s p ɪ n d	s p ɪ n d ɪ d
⋊ s p ɪ n d ⋉	⋊ s p ɪ n t ⋉	0.0657393224265217	21202.0	s p ɪ n d	s p ɪ n t
⋊ s t a ɪ d ⋉	⋊ s t a ɪ d ɪ d ⋉	0.960519213544768	8831.0	s t aɪ d	s t aɪ d ɪ d
⋊ s t a ɪ d ⋉	⋊ s t ʊ d ⋉			s t aɪ d	s t ʊ d
⋊ s t ɹ a ɪ t ⋉	⋊ s t ɹ a ɪ t ɪ d ⋉	0.9541309342730364	6090.0	s t r aɪ t	s t r aɪ t ɪ d
⋊ s t ɹ a ɪ t ⋉	⋊ s t ɹ o t ⋉	0.8795102700976709	21055.0	s t r aɪ t	s t r əʊ t
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n d ɪ d ⋉	0.9274172433631276	4976.0	s t r ɛ n d	s t r ɛ n d ɪ d
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n t ⋉	0.5852723921831766	21196.0	s t r ɛ n d	s t r ɛ n t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ɪ ŋ k t ⋉	0.9177916196343302	3015.0	s t r ɪ ŋ k	s t r ɪ ŋ k t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ʌ ŋ k ⋉	0.6687014205844588	21306.0	s t r ɪ ŋ k	s t r ʌ ŋ k
⋊ s w i d ⋉	⋊ s w i d ɪ d ⋉	0.9274172433631276	4976.0	s w iː d	s w iː d ɪ d
⋊ s w i d ⋉	⋊ s w ɛ d ⋉			s w iː d	s w ɛ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ɪ d ⋉	0.9274172433631276	4976.0	ʃ ɪ d	ʃ ɪ d ɪ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ⋉	0.0760603872418966	20904.0	ʃ ɪ d	ʃ ɪ d
⋊ t ɪ ŋ k ⋉	⋊ t ɪ ŋ k t ⋉	0.9177916196343302	3015.0	t ɪ ŋ k	t ɪ ŋ k t
⋊ t ɪ ŋ k ⋉	⋊ t ʌ ŋ k ⋉	0.3462380019538614	21273.0	t ɪ ŋ k	t ʌ ŋ k
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ a ɪ v d ⋉	0.9759831801000188	14509.0	t r aɪ v	t r aɪ v d
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ o v ⋉	0.7240838608479855	21076.0	t r aɪ v	t r əʊ v
⋊ t ɹ i m ⋉	⋊ t ɹ i m d ⋉	0.9716456237515544	17762.0	t r iː m	t r iː m d
⋊ t ɹ i m ⋉	⋊ t ɹ ɛ m p t ⋉			t r iː m	t r ɛ m p t
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ɪ ŋ d ⋉	0.9579917848538718	19244.0	t r ɪ ŋ	t r ɪ ŋ d
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ʌ ŋ ⋉	0.6906694674772743	21261.0	t r ɪ ŋ	t r ʌ ŋ
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ɪ ŋ k t ⋉	0.9177916196343302	3015.0	t r ɪ ŋ k	t r ɪ ŋ k t
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ʌ ŋ k ⋉	0.6687014205844588	21306.0	t r ɪ ŋ k	t r ʌ ŋ k
⋊ w ʌ m ⋉	⋊ w ʌ m d ⋉	0.9716456237515544	17762.0	w ʌ m	w ʌ m d
⋊ w ʌ m ⋉	⋊ w e m ⋉			w ʌ m	w eɪ m
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ a ɪ d ⋉	0.9913304298189468	12263.0	θ r aɪ	θ r aɪ d
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ u ⋉			θ r aɪ	θ r uː
⋊ θ ɹ i m ⋉	⋊ θ ɹ i m d ⋉	0.9716456237515544	17762.0	θ r iː m	θ r iː m d
⋊ θ ɹ i m ⋉	⋊ θ ɹ ɛ m p t ⋉			θ r iː m	θ r ɛ m p t
⋊ θ ɹ i v ⋉	⋊ θ ɹ i v d ⋉	0.9759831801000188	14509.0	θ r iː v	θ r iː v d
⋊ θ ɹ i v ⋉	⋊ θ ɹ ɛ f t ⋉			θ r iː v	θ r ɛ f t
