rule_idx	rule	rule_regex	hits	scope	confidence
1480	∅ -> t / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	∅ -> t / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (k) __ (⋉)	79.0	79.0	0.992632157097596
1204	∅ -> t / X [+sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, +strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ|u|ʊ|i|ɪ|l|w|j|ɹ) (ʃ) __ (⋉)	78.0	78.0	0.9925387997564398
3924	∅ -> t / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ) (p) __ (⋉)	72.0	72.0	0.9919248837025952
793	∅ -> t / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (p) __ (⋉)	72.0	72.0	0.9919248837025952
1033	∅ -> t / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -round, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ʃ|s|f|θ) __ (⋉)	438.0	441.0	0.9915507717457652
16811	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (l) __ (⋉)	311.0	313.0	0.991406456135126
12263	∅ -> d / X [+C/V, -syllabic, +continuant, -nasal, -round, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] __ [-begin/end]	∅ -> d / (ʒ|z|v|ʃ|s|f|θ|ð|ɹ|h) (a) (ɪ) __ (⋉)	67.0	67.0	0.9913304298189468
19498	∅ -> d / X [+C/V, -syllabic, -sonorant, -approximant, -nasal, -voice, -round, -lateral] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] __ [-begin/end]	∅ -> d / (k|t|ʃ|s|p|f|θ|h) (a) (ɪ) __ (⋉)	65.0	65.0	0.9910673978385012
8615	∅ -> ɪ d / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (n|l|ɹ) (t) __ (⋉)	171.0	172.0	0.9904398402719244
19029	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +tense] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (o|e) (n) __ (⋉)	55.0	55.0	0.9894700045620864
2976	∅ -> t / X [+sonorant, +voice, -spread.gl, +LABIAL, -labiodental, -CORONAL, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ɔ|o|u|ʊ|m|w) (p) __ (⋉)	52.0	52.0	0.9888730591153512
8838	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (d) __ (⋉)	48.0	48.0	0.9879632343656892
17982	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +tense] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] __ [-begin/end]	∅ -> d / (o|e) (l) __ (⋉)	47.0	47.0	0.9877120434428684
11112	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ʌ|ɔ|o|ə|e|ɛ) (z) __ (⋉)	47.0	47.0	0.9877120434428684
1926	∅ -> t / X [+C/V, -syllabic, -spread.gl, -round, -labiodental, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (n|m|l|ʒ|z|t|ʃ|s|p|d|b|θ|ð|ɹ) (p) __ (⋉)	46.0	46.0	0.9874501444023012
8218	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +front, -back, +tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (e|i) (t) __ (⋉)	373.0	377.0	0.987392838715562
12110	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (ɹ) __ (⋉)	43.0	43.0	0.9865928830965236
1420	∅ -> t / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -low, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> t / (ʌ|ə|ɛ|ɪ) (p) __ (⋉)	43.0	43.0	0.9865928830965236
4276	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -low, -back] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (ə|e|ɛ|i|ɪ) (s) (t) __ (⋉)	42.0	42.0	0.9862804951352464
15292	∅ -> d / X [-consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ|u|ʊ|i|ɪ|w|j|ɹ) (b) __ (⋉)	41.0	41.0	0.985953201381148
13233	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -low, -front, +back] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɔ|o|u|ʊ) (n) __ (⋉)	40.0	40.0	0.985609908809007
16525	∅ -> d / X [+C/V, -syllabic, +continuant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +distributed, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ʒ|ð|ɹ) __ (⋉)	528.0	535.0	0.9853690232709096
15362	∅ -> d / X [+C/V, -syllabic, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] __ [-begin/end]	∅ -> d / (n|t|d|θ|ð|ɹ) (i) __ (⋉)	39.0	39.0	0.985249414838913
11188	∅ -> d / X [+C/V, -syllabic, +voice, -spread.gl, -round, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] __ [-begin/end]	∅ -> d / (n|m|ʒ|z|v|d|b|ð|ɹ) (i) __ (⋉)	39.0	39.0	0.985249414838913
18345	∅ -> d / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ʒ|z|ð) __ (⋉)	376.0	381.0	0.9848346798642476
4500	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (o|e) (d) __ (⋉)	36.0	36.0	0.9840507437126336
8576	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (o|e|u|i) (t) __ (⋉)	418.0	424.0	0.9839565146120476
16417	∅ -> d / X [+C/V, -syllabic, +continuant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ʒ|z|ð|ɹ) __ (⋉)	779.0	791.0	0.9836601258461872
19575	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ) (g) __ (⋉)	35.0	35.0	0.9836066845888513
18070	∅ -> d / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, +back, +tense] __ [-begin/end]	∅ -> d / (l|ʒ|z|v|ʃ|s|f|θ|ð|w|j|ɹ) (u) __ (⋉)	33.0	33.0	0.982640001762454
505	∅ -> t / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	∅ -> t / (l|ʒ|z|ʃ|s|θ|ð|ɹ) (k) __ (⋉)	31.0	31.0	0.9815521515551252
6343	∅ -> ɪ d / X [+C/V, -syllabic, +consonantal, -spread.gl, -round] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (ŋ|n|m|l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð) (t) __ (⋉)	302.0	307.0	0.9811922824107504
19014	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -back] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (a|ə|e|ɛ) (m) __ (⋉)	30.0	30.0	0.9809554381002906
8058	∅ -> ɪ d / X [+C/V, -syllabic, -spread.gl, -round] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (ŋ|n|m|l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð|j|ɹ) (t) __ (⋉)	350.0	356.0	0.9809016305942108
15437	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ) (n) __ (⋉)	187.0	190.0	0.9804510309216048
14758	∅ -> d / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	∅ -> d / (g|b) __ (⋉)	81.0	82.0	0.9800733135611376
12859	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +tense] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (o|e|u|i) (n) __ (⋉)	80.0	81.0	0.979830302710013
17578	∅ -> d / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (l|ɹ) (m) __ (⋉)	28.0	28.0	0.9796381727458656
4132	∅ -> ɪ d / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -round, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (ʒ|z|v|d|b|ð|ɹ) (ɪ) (t) __ (⋉)	27.0	27.0	0.9789087453215534
19978	∅ -> d / X [+C/V, -syllabic, -round, -lateral] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] __ [-begin/end]	∅ -> d / (ŋ|n|m|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð|j|ɹ|h) (a) (ɪ) __ (⋉)	75.0	76.0	0.978520567545956
15954	∅ -> d / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -labiodental] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, +back, +tense] __ [-begin/end]	∅ -> d / (ŋ|n|m|l|w|j|ɹ) (u) __ (⋉)	26.0	26.0	0.978125104534208
14661	∅ -> d / X [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -round, -labiodental, -lateral] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] __ [-begin/end]	∅ -> d / (ŋ|n|m|k|g|t|p|d|b) (i) __ (⋉)	26.0	26.0	0.978125104534208
112	∅ -> t / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	∅ -> t / (ʌ|ɔ|ə|ɛ) (k) __ (⋉)	26.0	26.0	0.978125104534208
18926	∅ -> d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ɔ|o|ə|u|ʊ) (n) __ (⋉)	166.0	169.0	0.9780370674178314
5842	∅ -> ɪ d / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, -back] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ɪ d / (a|ə) (t) __ (⋉)	25.0	25.0	0.9772809717179748
15753	∅ -> d / X [+continuant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	∅ -> d / (ɑ|a|ʌ|ə|e|ɛ|i|ɪ|ʒ|z|ð|j|ɹ) __ (⋉)	982.0	1004.0	0.977025077892844
