stem	output	model_rating	rule_idx	wordform1	wordform2
⋊ t r ɪ ŋ ə ⋉	⋊ t r ɔ ŋ ə ⋉	0.7692307692307693	4001.0	t r ɪ ŋ ə	t r ɔ ŋ ə
⋊ t r ʊ ɪ k ə ⋉	⋊ t r ʊ ɪ k t ə ⋉	0.8357894736842105	2271.0	t r ʊɪ k ə	t r ʊɪ k t ə
⋊ t r ʊ ɪ k ə ⋉	⋊ t r oː k ə ⋉	0.6461538461538462	8593.0	t r ʊɪ k ə	t r oː k ə
⋊ v eː z ə ⋉	⋊ v eː z d ə ⋉	0.9536178107606679	558.0	v eː z ə	v eː z d ə
⋊ v eː z ə ⋉	⋊ v aː z ə ⋉	0.5106382978723404	16449.0	v eː z ə	v aː z ə
⋊ v ə r aː ɣ ə ⋉	⋊ v ə r aː ɣ d ə ⋉	0.9185694635488308	972.0	v ə r aː ɣ ə	v ə r aː ɣ d ə
⋊ v ə r aː ɣ ə ⋉	⋊ v ə r iː ɣ ə ⋉			v ə r aː ɣ ə	v ə r iː ɣ ə
⋊ v ə r aː v ə ⋉	⋊ v ə r aː v d ə ⋉	0.9210151126318791	926.0	v ə r aː v ə	v ə r aː v d ə
⋊ v ə r aː v ə ⋉	⋊ v ə r iː v ə ⋉			v ə r aː v ə	v ə r iː v ə
⋊ v ə r d r ɪ k ə ⋉	⋊ v ə r d r ɪ k t ə ⋉	0.86	1788.0	v ə r d r ɪ k ə	v ə r d r ɪ k t ə
⋊ v ə r d r ɪ k ə ⋉	⋊ v ə r d r ɔ k ə ⋉	0.5733333333333334	12416.0	v ə r d r ɪ k ə	v ə r d r ɔ k ə
⋊ v ə r h ɑ f ə ⋉	⋊ v ə r h ɑ f t ə ⋉	0.9272237196765498	843.0	v ə r h ɑ f ə	v ə r h ɑ f t ə
⋊ v ə r h ɑ f ə ⋉	⋊ v ə r h iː v ə ⋉			v ə r h ɑ f ə	v ə r h iː v ə
⋊ v ə r h eː k ə ⋉	⋊ v ə r h eː k t ə ⋉	0.8085419734904271	2945.0	v ə r h eː k ə	v ə r h eː k t ə
⋊ v ə r h eː k ə ⋉	⋊ v ə r h aː k ə ⋉	0.3163265306122449	31364.0	v ə r h eː k ə	v ə r h aː k ə
⋊ v ə r z ɛ ɪ k ə ⋉	⋊ v ə r z ɛ ɪ k t ə ⋉	0.8357894736842105	2271.0	v ə r z ɛɪ k ə	v ə r z ɛɪ k t ə
⋊ v ə r z ɛ ɪ k ə ⋉	⋊ v ə r z eː k ə ⋉	0.696078431372549	6498.0	v ə r z ɛɪ k ə	v ə r z eː k ə
⋊ v ɛ ɪ ɣ ə ⋉	⋊ v ɛ ɪ ɣ d ə ⋉	0.9185694635488308	972.0	v ɛɪ ɣ ə	v ɛɪ ɣ d ə
⋊ v ɛ ɪ ɣ ə ⋉	⋊ v eː ɣ ə ⋉	0.7222222222222222	5344.0	v ɛɪ ɣ ə	v eː ɣ ə
⋊ v ɛ ɪ k ə ⋉	⋊ v ɛ ɪ k t ə ⋉	0.8357894736842105	2271.0	v ɛɪ k ə	v ɛɪ k t ə
⋊ v ɛ ɪ k ə ⋉	⋊ v eː k ə ⋉	0.656084656084656	8059.0	v ɛɪ k ə	v eː k ə
⋊ v ɛ ɪ s ə ⋉	⋊ v ɛ ɪ s t ə ⋉	0.9367088607594937	724.0	v ɛɪ s ə	v ɛɪ s t ə
⋊ v ɛ ɪ s ə ⋉	⋊ v eː s ə ⋉	0.656084656084656	8059.0	v ɛɪ s ə	v eː s ə
⋊ v ɪ n ə ⋉	⋊ v ɪ n d ə ⋉	0.969593147751606	427.0	v ɪ n ə	v ɪ n d ə
⋊ v ɪ n ə ⋉	⋊ v ɔ n ə ⋉	0.631578947368421	9203.0	v ɪ n ə	v ɔ n ə
⋊ v l aː z ə ⋉	⋊ v l aː z d ə ⋉	0.9536178107606679	558.0	v l aː z ə	v l aː z d ə
⋊ v l aː z ə ⋉	⋊ v l iː z ə ⋉	0.41935483870967744	22809.0	v l aː z ə	v l iː z ə
⋊ w ɛ ɪ ɣ ə ⋉	⋊ w ɛ ɪ ɣ d ə ⋉	0.9185694635488308	972.0	w ɛɪ ɣ ə	w ɛɪ ɣ d ə
⋊ w ɛ ɪ ɣ ə ⋉	⋊ w eː ɣ ə ⋉	0.8222222222222222	2611.0	w ɛɪ ɣ ə	w eː ɣ ə
⋊ w ɛ r ɣ ə ⋉	⋊ w ɛ r ɣ d ə ⋉	0.9185694635488308	972.0	w ɛ r ɣ ə	w ɛ r ɣ d ə
⋊ w ɛ r ɣ ə ⋉	⋊ w iː r ɣ ə ⋉	0.22	39700.0	w ɛ r ɣ ə	w iː r ɣ ə
⋊ w ʊ ɪ k ə ⋉	⋊ w ʊ ɪ k t ə ⋉	0.8357894736842105	2271.0	w ʊɪ k ə	w ʊɪ k t ə
⋊ w ʊ ɪ k ə ⋉	⋊ w oː k ə ⋉			w ʊɪ k ə	w oː k ə
⋊ x eː m ə ⋉	⋊ x eː m d ə ⋉	0.9546079779917469	548.0	x eː m ə	x eː m d ə
⋊ x eː m ə ⋉	⋊ x aː m ə ⋉	0.4318181818181818	22374.0	x eː m ə	x aː m ə
⋊ x eː z ə ⋉	⋊ x aː z ə ⋉	0.5652173913043478	12614.0	x eː z ə	x aː z ə
⋊ x eː z ə ⋉	⋊ x aː r ə ⋉			x eː z ə	x aː r ə
⋊ x ɛ ɪ ɣ ə ⋉	⋊ x ɛ ɪ ɣ d ə ⋉	0.9185694635488308	972.0	x ɛɪ ɣ ə	x ɛɪ ɣ d ə
⋊ x ɛ ɪ ɣ ə ⋉	⋊ x eː ɣ ə ⋉	0.8222222222222222	2611.0	x ɛɪ ɣ ə	x eː ɣ ə
⋊ x ɛ l ə ⋉	⋊ x ɛ l d ə ⋉	0.9815340909090909	213.0	x ɛ l ə	x ɛ l d ə
⋊ x ɛ l ə ⋉	⋊ x ɔ l ə ⋉	0.6071428571428571	10558.0	x ɛ l ə	x ɔ l ə
⋊ x ɛ l p ə ⋉	⋊ x ɛ l p t ə ⋉	0.7857142857142857	3567.0	x ɛ l p ə	x ɛ l p t ə
⋊ x ɛ l p ə ⋉	⋊ x ɔ l p ə ⋉	0.6071428571428571	10558.0	x ɛ l p ə	x ɔ l p ə
⋊ x r ɛ ɪ ɣ ə ⋉	⋊ x r ɛ ɪ ɣ d ə ⋉	0.9185694635488308	972.0	x r ɛɪ ɣ ə	x r ɛɪ ɣ d ə
⋊ x r ɛ ɪ ɣ ə ⋉	⋊ x r eː ɣ ə ⋉	0.8235294117647058	2593.0	x r ɛɪ ɣ ə	x r eː ɣ ə
⋊ x r ɛ ɪ k ə ⋉	⋊ x r ɛ ɪ k t ə ⋉	0.8357894736842105	2271.0	x r ɛɪ k ə	x r ɛɪ k t ə
⋊ x r ɛ ɪ k ə ⋉	⋊ x r eː k ə ⋉	0.8227848101265823	2599.0	x r ɛɪ k ə	x r eː k ə
⋊ z iː z ə ⋉	⋊ z iː z d ə ⋉	0.9536178107606679	558.0	z iː z ə	z iː z d ə
⋊ z iː z ə ⋉	⋊ z iː s t ə ⋉	0.05405405405405406	55089.0	z iː z ə	z iː s t ə
⋊ z ɪ m ə ⋉	⋊ z ɪ m d ə ⋉	0.9546079779917469	548.0	z ɪ m ə	z ɪ m d ə
⋊ z ɪ m ə ⋉	⋊ z ɔ m ə ⋉	0.6792452830188679	7002.0	z ɪ m ə	z ɔ m ə
⋊ z ʊ ɪ k ə ⋉	⋊ z ʊ ɪ k t ə ⋉	0.8357894736842105	2271.0	z ʊɪ k ə	z ʊɪ k t ə
⋊ z ʊ ɪ k ə ⋉	⋊ z oː k ə ⋉	0.6923076923076923	6557.0	z ʊɪ k ə	z oː k ə
⋊ z ʊ ɪ v ə ⋉	⋊ z ʊ ɪ v d ə ⋉	0.9210151126318791	926.0	z ʊɪ v ə	z ʊɪ v d ə
⋊ z ʊ ɪ v ə ⋉	⋊ z oː v ə ⋉	0.6825396825396826	6953.0	z ʊɪ v ə	z oː v ə
⋊ z w ɑ ŋ ə ⋉	⋊ z w ɑ ŋ d ə ⋉	0.9444765760555234	652.0	z w ɑ ŋ ə	z w ɑ ŋ d ə
⋊ z w ɑ ŋ ə ⋉	⋊ z w ɪ ŋ d ə ⋉			z w ɑ ŋ ə	z w ɪ ŋ d ə
⋊ z w ɑ s ə ⋉	⋊ z w ɑ s t ə ⋉	0.9367088607594937	724.0	z w ɑ s ə	z w ɑ s t ə
⋊ z w ɑ s ə ⋉	⋊ z w iː s ə ⋉	0.3557692307692308	28049.0	z w ɑ s ə	z w iː s ə
⋊ z w ɛ ŋ ə ⋉	⋊ z w ɛ ŋ d ə ⋉	0.9444765760555234	652.0	z w ɛ ŋ ə	z w ɛ ŋ d ə
⋊ z w ɛ ŋ ə ⋉	⋊ z w ɔ ŋ ə ⋉	0.41379310344827586	22953.0	z w ɛ ŋ ə	z w ɔ ŋ ə
⋊ z w ɪ ŋ ə ⋉	⋊ z w ɪ ŋ d ə ⋉	0.9444765760555234	652.0	z w ɪ ŋ ə	z w ɪ ŋ d ə
⋊ z w ɪ ŋ ə ⋉	⋊ z w ɔ ŋ ə ⋉	0.7678571428571429	4011.0	z w ɪ ŋ ə	z w ɔ ŋ ə
⋊ z w ɪ ŋ k ə ⋉	⋊ z w ɪ ŋ k t ə ⋉	0.7689594356261023	4004.0	z w ɪ ŋ k ə	z w ɪ ŋ k t ə
⋊ z w ɪ ŋ k ə ⋉	⋊ z w ɔ ŋ k ə ⋉	0.7142857142857143	5619.0	z w ɪ ŋ k ə	z w ɔ ŋ k ə
