stem	output	model_rating	rule_idx	wordform1	wordform2
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n d ɪ d ⋉	0.9208211143695014	918.0	s t r ɛ n d	s t r ɛ n d ɪ d
⋊ s t ɹ ɛ n d ⋉	⋊ s t ɹ ɛ n t ⋉	0.2777777777777778	18747.0	s t r ɛ n d	s t r ɛ n t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ɪ ŋ k t ⋉	0.9185059422750425	954.0	s t r ɪ ŋ k	s t r ɪ ŋ k t
⋊ s t ɹ ɪ ŋ k ⋉	⋊ s t ɹ ʌ ŋ k ⋉	0.2	21327.0	s t r ɪ ŋ k	s t r ʌ ŋ k
⋊ s w i d ⋉	⋊ s w i d ɪ d ⋉	0.9208211143695014	918.0	s w iː d	s w iː d ɪ d
⋊ s w i d ⋉	⋊ s w ɛ d ⋉			s w iː d	s w ɛ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ɪ d ⋉	0.9208211143695014	918.0	ʃ ɪ d	ʃ ɪ d ɪ d
⋊ ʃ ɪ d ⋉	⋊ ʃ ɪ d ⋉	0.022738268021286888	30273.0	ʃ ɪ d	ʃ ɪ d
⋊ t ɪ ŋ k ⋉	⋊ t ɪ ŋ k t ⋉	0.9185059422750425	954.0	t ɪ ŋ k	t ɪ ŋ k t
⋊ t ɪ ŋ k ⋉	⋊ t ʌ ŋ k ⋉	0.0	30573.0	t ɪ ŋ k	t ʌ ŋ k
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ a ɪ v d ⋉	0.9529236868186323	357.0	t r aɪ v	t r aɪ v d
⋊ t ɹ a ɪ v ⋉	⋊ t ɹ o v ⋉	0.3125	16762.0	t r aɪ v	t r əʊ v
⋊ t ɹ i m ⋉	⋊ t ɹ i m d ⋉	0.9540229885057471	334.0	t r iː m	t r iː m d
⋊ t ɹ i m ⋉	⋊ t ɹ ɛ m p t ⋉			t r iː m	t r ɛ m p t
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ɪ ŋ d ⋉	0.9493927125506073	436.0	t r ɪ ŋ	t r ɪ ŋ d
⋊ t ɹ ɪ ŋ ⋉	⋊ t ɹ ʌ ŋ ⋉	0.2	21327.0	t r ɪ ŋ	t r ʌ ŋ
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ɪ ŋ k t ⋉	0.9185059422750425	954.0	t r ɪ ŋ k	t r ɪ ŋ k t
⋊ t ɹ ɪ ŋ k ⋉	⋊ t ɹ ʌ ŋ k ⋉	0.2	21327.0	t r ɪ ŋ k	t r ʌ ŋ k
⋊ w ʌ m ⋉	⋊ w ʌ m d ⋉	0.9540229885057471	334.0	w ʌ m	w ʌ m d
⋊ w ʌ m ⋉	⋊ w e m ⋉			w ʌ m	w eɪ m
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ a ɪ d ⋉	0.9607988165680473	232.0	θ r aɪ	θ r aɪ d
⋊ θ ɹ a ɪ ⋉	⋊ θ ɹ u ⋉			θ r aɪ	θ r uː
⋊ θ ɹ i m ⋉	⋊ θ ɹ i m d ⋉	0.9540229885057471	334.0	θ r iː m	θ r iː m d
⋊ θ ɹ i m ⋉	⋊ θ ɹ ɛ m p t ⋉			θ r iː m	θ r ɛ m p t
⋊ θ ɹ i v ⋉	⋊ θ ɹ i v d ⋉	0.9529236868186323	357.0	θ r iː v	θ r iː v d
⋊ θ ɹ i v ⋉	⋊ θ ɹ ɛ f t ⋉	0.0	30484.0	θ r iː v	θ r ɛ f t
